Frequency,Filter,Threshold,Frame Bitrate,FPS,Start Time,End Time,Avg Energy
1.5,area,0.090000,700,24.416,18549.681,18623.690,4.718788474576271
1.5,area,0.090000,1000,24.486,18633.692,18707.478,4.719670748299318
1.5,area,0.090000,1300,24.416,18717.481,18791.473,4.760484406779664
1.5,area,0.090000,1600,24.442,18801.476,18875.402,4.731198983050848
1.5,area,0.090000,1900,24.420,18885.404,18959.389,4.747237288135591
1.5,area,0.090000,2100,24.461,18969.391,19043.250,4.745089455782307
1.5,area,0.090000,2400,24.425,19053.252,19127.221,4.759634237288133
1.5,area,0.090000,2700,24.435,19137.223,19211.164,4.723406779661015
1.5,area,0.090000,3000,24.430,19221.166,19295.116,4.722686779661016
1.5,area,0.100000,100,24.436,19305.119,19379.072,4.722692203389832
1.5,area,0.100000,400,24.431,19389.074,19463.033,4.760765084745768
1.5,area,0.100000,700,24.471,19473.035,19546.872,4.7282613559322
1.5,area,0.100000,1000,24.421,19556.874,19630.855,4.768308813559318
1.5,area,0.100000,1300,24.456,19640.858,19714.745,4.731037414965988
1.5,area,0.100000,1600,24.439,19724.747,19798.675,4.727557288135594
1.5,area,0.100000,1900,24.467,19808.677,19882.520,4.74715170068027
1.5,area,0.100000,2100,24.419,19892.522,19966.521,4.747565084745762
1.5,area,0.100000,2400,24.500,19976.524,20050.269,4.702821088435374
1.5,area,0.100000,2700,24.424,20060.271,20134.245,4.720271525423734
1.5,area,0.100000,3000,24.399,20144.247,20218.320,4.736550337837834
1.5,edge,0.000000,100,23.873,20228.324,20304.025,4.976935215946843
1.5,edge,0.000000,400,23.878,20314.027,20389.707,5.018563907284767
1.5,edge,0.000000,700,23.863,20399.709,20475.443,5.037203986710961
1.5,edge,0.000000,1000,23.827,20485.445,20561.299,5.02194503311258
1.5,edge,0.000000,1300,23.827,20571.302,20647.149,5.041388410596026
1.5,edge,0.000000,1600,23.809,20657.151,20733.052,5.019940397350996
1.5,edge,0.000000,1900,23.824,20743.055,20818.907,5.035923841059606
1.5,edge,0.000000,2100,23.768,20828.909,20904.928,5.033476897689769
1.5,edge,0.000000,2400,23.801,20914.930,20990.845,5.045683443708608
1.5,edge,0.000000,2700,23.823,21000.848,21076.694,5.026528145695364
1.5,edge,0.000000,3000,23.835,21086.697,21162.506,5.020197350993374
1.5,edge,0.000400,100,23.946,21172.510,21247.971,4.959155813953492
1.5,edge,0.000400,400,24.028,21257.974,21333.186,4.953851999999996
1.5,edge,0.000400,700,23.988,21343.188,21418.516,4.9487546666666695
1.5,edge,0.000400,1000,24.007,21428.518,21503.779,4.966958000000003
1.5,edge,0.000400,1300,23.944,21513.781,21589.248,4.923238870431894
1.5,edge,0.000400,1600,24.019,21599.251,21674.474,4.958140666666671
1.5,edge,0.000400,1900,23.978,21684.476,21759.826,4.949288039867113
1.5,edge,0.000400,2100,23.981,21769.828,21845.167,4.969553999999999
1.5,edge,0.000400,2400,24.024,21855.170,21930.386,4.956733333333336
1.5,edge,0.000400,2700,23.911,21940.388,22015.955,4.946611920529803
1.5,edge,0.000400,3000,23.963,22025.958,22101.360,4.91266366666667
1.5,edge,0.000800,100,23.919,22111.364,22186.904,4.92377707641196
1.5,edge,0.000800,400,23.927,22196.907,22272.412,4.937268770764115
1.5,edge,0.000800,700,23.951,22282.414,22357.854,4.945273754152823
1.5,edge,0.000800,1000,23.977,22367.856,22443.206,4.923787043189368
1.5,edge,0.000800,1300,23.930,22453.208,22528.720,4.937991694352162
1.5,edge,0.000800,1600,23.957,22538.722,22614.146,4.9450235880398665
1.5,edge,0.000800,1900,23.924,22624.148,22699.663,4.941034883720932
1.5,edge,0.000800,2100,23.932,22709.665,22785.176,4.9418870431893716
1.5,edge,0.000800,2400,23.923,22795.179,22870.724,4.922774503311259
1.5,edge,0.000800,2700,23.965,22880.727,22956.122,4.92394666666667
